EC_Number	BiGG_Reaction
3.1.3.10	ACGAM1PPpp
3.1.3.10	G1PP
3.1.3.10	G1PPpp
3.1.3.104	AUS
3.1.3.104	PMDPHT
3.1.3.105	NOT_IN_BIGG_DATABASE
3.1.3.11	BFBP
3.1.3.11	BFBPh
3.1.3.11	FBP
3.1.3.11	SBP
3.1.3.11	SBP_1
3.1.3.12	TRE6PP
3.1.3.15	HISTP
3.1.3.15	HP
3.1.3.15	HPh
3.1.3.16	NOT_IN_BIGG_DATABASE
3.1.3.18	PGLYCP
3.1.3.18	PGLYCPh
3.1.3.18	PGLYCPx
3.1.3.2	ACP1_FMN
3.1.3.2	ACP1e
3.1.3.2	ALKP
3.1.3.2	ATPH2e
3.1.3.2	G3PT
3.1.3.2	NADPPPS
3.1.3.2	NADPPPSm
3.1.3.2	NDP1
3.1.3.2	NDP7
3.1.3.2	NDP7er
3.1.3.2	NDP7ex
3.1.3.2	NDP7g
3.1.3.2	NDP8ex
3.1.3.2	NTP7
3.1.3.2	THMDP
3.1.3.2	THMDPe
3.1.3.2	THMP
3.1.3.2	THMPe
3.1.3.2	r0242
3.1.3.22	NOT_IN_BIGG_DATABASE
3.1.3.23	NOT_IN_BIGG_DATABASE
3.1.3.25	MI1PP
3.1.3.25	MI3PP
3.1.3.25	MI4PP
3.1.3.27	PGPP120
3.1.3.27	PGPP120pp
3.1.3.27	PGPP160
3.1.3.27	PGPP160pp
3.1.3.27	PGPP161
3.1.3.27	PGPP161pp
3.1.3.27	PGPP180
3.1.3.27	PGPP180pp
3.1.3.27	PGPP181
3.1.3.27	PGPP181pp
3.1.3.27	PGPP_EC
3.1.3.27	PGPP_HP
3.1.3.3	PSP
3.1.3.3	PSP_D
3.1.3.3	PSP_L
3.1.3.3	PSP_Lpp
3.1.3.37	SBP
3.1.3.37	SBP_1
3.1.3.45	KDOPP
3.1.3.48	NOT_IN_BIGG_DATABASE
3.1.3.5	GMP5N
3.1.3.5	NDP4
3.1.3.5	NMNHYD
3.1.3.5	NMNR
3.1.3.5	NT5C
3.1.3.5	NTD1
3.1.3.5	NTD10
3.1.3.5	NTD10pp
3.1.3.5	NTD11
3.1.3.5	NTD11pp
3.1.3.5	NTD1m
3.1.3.5	NTD1pp
3.1.3.5	NTD2
3.1.3.5	NTD2e
3.1.3.5	NTD2l
3.1.3.5	NTD2m
3.1.3.5	NTD2pp
3.1.3.5	NTD3
3.1.3.5	NTD3l
3.1.3.5	NTD3pp
3.1.3.5	NTD4
3.1.3.5	NTD4e
3.1.3.5	NTD4l
3.1.3.5	NTD4pp
3.1.3.5	NTD5
3.1.3.5	NTD5l
3.1.3.5	NTD5m
3.1.3.5	NTD5pp
3.1.3.5	NTD6
3.1.3.5	NTD6l
3.1.3.5	NTD6pp
3.1.3.5	NTD7
3.1.3.5	NTD7e
3.1.3.5	NTD7l
3.1.3.5	NTD7pp
3.1.3.5	NTD8
3.1.3.5	NTD8l
3.1.3.5	NTD8pp
3.1.3.5	NTD9
3.1.3.5	NTD9e
3.1.3.5	NTD9l
3.1.3.5	NTD9pp
3.1.3.5	r0047
3.1.3.50	NOT_IN_BIGG_DATABASE
3.1.3.6	3NTD2pp
3.1.3.6	3NTD4pp
3.1.3.6	3NTD7l
3.1.3.6	3NTD7pp
3.1.3.6	3NTD9pp
3.1.3.6	3NUCLE1
3.1.3.6	3NUCLE2
3.1.3.6	3NUCLE3
3.1.3.6	3NUCLE4
3.1.3.68	2DOXG6PP
3.1.3.7	BPNT
3.1.3.7	BPNT2
3.1.3.70	NOT_IN_BIGG_DATABASE
3.1.3.71	NOT_IN_BIGG_DATABASE
3.1.3.73	RZ5PP
3.1.3.74	HYPOE
3.1.3.74	PDXPP
3.1.3.74	PYDXPP
3.1.3.8	NOT_IN_BIGG_DATABASE
3.1.3.82	NOT_IN_BIGG_DATABASE
3.1.3.83	NOT_IN_BIGG_DATABASE
3.1.3.87	2OH3K5MPPISO
3.1.3.89	NTD1
3.1.3.89	NTD1m
3.1.3.89	NTD1pp
3.1.3.89	NTD3
3.1.3.89	NTD3l
3.1.3.89	NTD3pp
3.1.3.89	NTD5
3.1.3.89	NTD5l
3.1.3.89	NTD5m
3.1.3.89	NTD5pp
3.1.3.89	NTD6
3.1.3.89	NTD6l
3.1.3.89	NTD6pp
3.1.3.89	NTD8
3.1.3.89	NTD8l
3.1.3.89	NTD8pp
3.1.31.-	NOT_IN_BIGG_DATABASE
3.1.4.-	NOT_IN_BIGG_DATABASE
3.1.4.14	ACPpds
3.1.4.14	r0366
3.1.4.16	23CN2P1
3.1.4.16	23CN2P2
3.1.4.16	23CN2P3
3.1.4.16	23CN2P4
3.1.4.16	23PDE2pp
3.1.4.16	23PDE4pp
3.1.4.16	23PDE7pp
3.1.4.16	23PDE9pp
3.1.4.16	RE1860E
3.1.4.3	NOT_IN_BIGG_DATABASE
3.1.4.46	GPDDA1
3.1.4.46	GPDDA1pp
3.1.4.46	GPDDA2
3.1.4.46	GPDDA2pp
3.1.4.46	GPDDA3
3.1.4.46	GPDDA3pp
3.1.4.46	GPDDA4
3.1.4.46	GPDDA4pp
3.1.4.52	NOT_IN_BIGG_DATABASE
3.1.4.53	APNn
3.1.4.53	PDE1
3.1.4.53	PDE1g
3.1.4.54	NOT_IN_BIGG_DATABASE
3.1.4.55	NOT_IN_BIGG_DATABASE
3.1.4.58	NOT_IN_BIGG_DATABASE
3.1.5.1	NTPTP1
3.1.6.-	NOT_IN_BIGG_DATABASE
3.1.6.1	NOT_IN_BIGG_DATABASE
3.1.6.6	CHOLSH
3.1.7.2	GDPTPDP
3.1.7.2	PPGPPDP
3.11.1.1	PALDH
3.13.1.6	NOT_IN_BIGG_DATABASE
3.13.2.1	NOT_IN_BIGG_DATABASE
3.2.1.-	NOT_IN_BIGG_DATABASE
3.2.1.1	AAMYL_1
3.2.1.10	MLTG7
3.2.1.10	SUCR
3.2.1.10	SUCRe
3.2.1.10	r0390
3.2.1.141	NOT_IN_BIGG_DATABASE
3.2.1.165	NOT_IN_BIGG_DATABASE
3.2.1.17	NOT_IN_BIGG_DATABASE
3.2.1.172	NOT_IN_BIGG_DATABASE
3.2.1.177	NOT_IN_BIGG_DATABASE
3.2.1.18	NOT_IN_BIGG_DATABASE
3.2.1.184	NOT_IN_BIGG_DATABASE
3.2.1.196	NOT_IN_BIGG_DATABASE
3.2.1.20	AATHA
3.2.1.20	DGGH
3.2.1.20	MALT
3.2.1.20	MALTe
3.2.1.20	MALTly
3.2.1.20	MLTG1
3.2.1.20	MLTG1e
3.2.1.20	MLTG1ly
3.2.1.20	MLTG3
3.2.1.20	MLTG4
3.2.1.20	MLTG5
3.2.1.20	RE0926E
3.2.1.20	RE0935E
3.2.1.20	RE0944E
3.2.1.20	SAGH
3.2.1.20	SGHA
3.2.1.20	SUCR
3.2.1.20	SUCRe
3.2.1.21	BDG2HCGHD
3.2.1.21	BGLA
3.2.1.21	BG_CELLB
3.2.1.21	BG_MADG
3.2.1.21	BG_MBDG
3.2.1.21	CLBH
3.2.1.21	SALCNH
3.2.1.22	DGGH
3.2.1.22	EMGH
3.2.1.22	EPMGH
3.2.1.22	GALIGH
3.2.1.22	GALS1
3.2.1.22	GALS2
3.2.1.22	GALS3
3.2.1.22	GALS4
3.2.1.22	GGGH
3.2.1.22	GGLGH
3.2.1.22	MELTGH
3.2.1.22	MGHB
3.2.1.22	MLGH
3.2.1.22	MTGH
3.2.1.22	OAGMIG
3.2.1.22	RAFGH
3.2.1.22	RGH
3.2.1.22	STACHGALACT
3.2.1.22	SYGH
3.2.1.22	r0627
3.2.1.23	LACZ
3.2.1.23	LACZe
3.2.1.23	LACZly
3.2.1.23	LACZpp
3.2.1.23	LCGH
3.2.1.23	r0737
3.2.1.25	NOT_IN_BIGG_DATABASE
3.2.1.26	BFFS
3.2.1.26	FFSD
3.2.1.26	GALS4
3.2.1.26	RAFH
3.2.1.26	RAFHpp
3.2.1.26	SAGH
3.2.1.26	SGHA
3.2.1.26	STACHGALACT
3.2.1.26	SUCR
3.2.1.26	SUCRe
3.2.1.26	SYGH
3.2.1.28	AATHA
3.2.1.28	AATHB
3.2.1.28	TREH
3.2.1.28	TREHe
3.2.1.28	TREHpp
3.2.1.28	TREHv
3.2.1.31	NOT_IN_BIGG_DATABASE
3.2.1.37	NOT_IN_BIGG_DATABASE
3.2.1.4	NOT_IN_BIGG_DATABASE
3.2.1.52	AHEXASE3
3.2.1.52	HXAD
3.2.1.52	r0013
3.2.1.55	NOT_IN_BIGG_DATABASE
3.2.1.68	NOT_IN_BIGG_DATABASE
3.2.1.74	BGLA
3.2.1.74	BG_CELLB
3.2.1.74	CLBH
3.2.1.74	MLTG3
3.2.1.74	RE0926E
3.2.1.8	NOT_IN_BIGG_DATABASE
3.2.1.80	NOT_IN_BIGG_DATABASE
3.2.1.86	6PHBG
3.2.1.86	AB6PGH
3.2.1.86	CLB6PH
3.2.1.86	S6PG
3.2.1.89	NOT_IN_BIGG_DATABASE
3.2.1.93	TRE6PH
3.2.2.-	NOT_IN_BIGG_DATABASE
3.2.2.19	NOT_IN_BIGG_DATABASE
3.2.2.20	NOT_IN_BIGG_DATABASE
3.2.2.21	NOT_IN_BIGG_DATABASE
3.2.2.23	NOT_IN_BIGG_DATABASE
3.2.2.27	NOT_IN_BIGG_DATABASE
3.2.2.28	NOT_IN_BIGG_DATABASE
3.2.2.30	NOT_IN_BIGG_DATABASE
3.2.2.31	NOT_IN_BIGG_DATABASE
3.2.2.4	AMPN
3.2.2.8	ADNUC
3.2.2.8	CYTDH
3.2.2.8	GNNUC
3.2.2.8	INSH
3.2.2.9	AHCYSNS
3.2.2.9	MTAN
3.3.1.1	ADSHm
3.3.1.1	AHCi
3.3.1.1	SEAHCYSHYD
3.3.1.1	SEAHCYSHYD_1
3.3.2.1	ICHORT
3.4.11.-	NOT_IN_BIGG_DATABASE
3.4.11.1	AMPTASECG
3.4.11.1	AMPTASECGe
3.4.11.1	LEUGLYHYc
3.4.11.18	NOT_IN_BIGG_DATABASE
3.4.11.19	NOT_IN_BIGG_DATABASE
3.4.11.2	AMPTASECG
3.4.11.2	AMPTASECGe
3.4.11.2	GLYLEUHYDROc
3.4.11.2	GLYPHEHYc
3.4.11.23	AMPTASECG
3.4.11.23	AMPTASECGe
3.4.11.4	NOT_IN_BIGG_DATABASE
3.4.11.5	NOT_IN_BIGG_DATABASE
3.4.11.6	NOT_IN_BIGG_DATABASE
3.4.11.9	NOT_IN_BIGG_DATABASE
3.4.13.-	AMPTASECG
3.4.13.-	AMPTASECGe
3.4.13.18	AABHH
3.4.13.18	AMPTASECG
3.4.13.18	AMPTASECGe
3.4.13.18	GLYPROPRO1c
3.4.13.18	LALGP
3.4.13.18	r0466
3.4.13.19	NOT_IN_BIGG_DATABASE
3.4.13.21	NOT_IN_BIGG_DATABASE
3.4.13.22	ALAALAD
3.4.13.22	ALAALAD_1
3.4.13.22	DAAOP
3.4.13.9	NOT_IN_BIGG_DATABASE
3.4.14.-	NOT_IN_BIGG_DATABASE
3.4.14.12	NOT_IN_BIGG_DATABASE
3.4.14.13	NOT_IN_BIGG_DATABASE
3.4.15.5	NOT_IN_BIGG_DATABASE
3.4.16.-	NOT_IN_BIGG_DATABASE
3.4.16.4	MDDCP1ex
3.4.16.4	MDDCP1pp
3.4.16.4	MDDCP2ex
3.4.16.4	MDDCP2pp
3.4.16.4	MDDCP3ex
3.4.16.4	MDDCP3pp
3.4.16.4	MDDCP4ex
3.4.16.4	MDDCP4pp
3.4.16.4	MDDCP5ex
3.4.16.4	MDDCP5pp
3.4.17.-	NOT_IN_BIGG_DATABASE
3.4.17.11	THFGLUH
3.4.17.13	MLDCP1App
3.4.17.13	MLDCP1Bpp
3.4.17.13	MLDCP2App
3.4.17.13	MLDCP2Bpp
3.4.17.13	MLDCP3App
3.4.17.19	NOT_IN_BIGG_DATABASE
3.4.19.13	GGTAe2
3.4.19.13	GTHRDH_syn
3.4.19.13	GTHRDHpp
3.4.19.3	NOT_IN_BIGG_DATABASE
3.4.19.5	NOT_IN_BIGG_DATABASE
3.4.21.-	NOT_IN_BIGG_DATABASE
3.4.21.102	NOT_IN_BIGG_DATABASE
3.4.21.105	NOT_IN_BIGG_DATABASE
3.4.21.107	NOT_IN_BIGG_DATABASE
3.4.21.53	NOT_IN_BIGG_DATABASE
3.4.21.83	NOT_IN_BIGG_DATABASE
3.4.21.88	NOT_IN_BIGG_DATABASE
3.4.21.89	NOT_IN_BIGG_DATABASE
3.4.21.92	NOT_IN_BIGG_DATABASE
3.4.22.70	NOT_IN_BIGG_DATABASE
3.4.23.-	NOT_IN_BIGG_DATABASE
3.4.23.36	NOT_IN_BIGG_DATABASE
3.4.23.43	NOT_IN_BIGG_DATABASE
3.4.23.51	NOT_IN_BIGG_DATABASE
3.4.24.-	NOT_IN_BIGG_DATABASE
3.4.24.55	NOT_IN_BIGG_DATABASE
3.4.24.70	NOT_IN_BIGG_DATABASE
3.4.25.1	NOT_IN_BIGG_DATABASE
3.4.25.2	NOT_IN_BIGG_DATABASE
3.5.1.-	3AMACHYD
3.5.1.-	GSPMDA
3.5.1.-	NADN
3.5.1.-	NADNe
3.5.1.-	NADNm
3.5.1.1	ASNN
3.5.1.1	ASNNe
3.5.1.1	ASNNm
3.5.1.1	ASNNpp
3.5.1.1	ASPSE
3.5.1.10	FTHFD
3.5.1.105	NOT_IN_BIGG_DATABASE
3.5.1.108	UHGADA
3.5.1.11	AMID2
3.5.1.11	PENAM
3.5.1.110	CBMD
3.5.1.110	URACPAH
3.5.1.124	NOT_IN_BIGG_DATABASE
3.5.1.125	NOT_IN_BIGG_DATABASE
3.5.1.126	NOT_IN_BIGG_DATABASE
3.5.1.128	NOT_IN_BIGG_DATABASE
3.5.1.13	NOT_IN_BIGG_DATABASE
3.5.1.131	NOT_IN_BIGG_DATABASE
3.5.1.16	ACODA
3.5.1.16	ACODA_1
3.5.1.18	SDPDS
3.5.1.19	NNAM
3.5.1.19	NNAMrm
3.5.1.2	GAM
3.5.1.2	GLUN
3.5.1.2	GLUNm
3.5.1.2	GLUNpp
3.5.1.25	AGDC
3.5.1.28	AMAA
3.5.1.32	NBAH
3.5.1.38	ASNN
3.5.1.38	ASNNe
3.5.1.38	ASNNm
3.5.1.38	ASNNpp
3.5.1.38	ASPSE
3.5.1.38	GAM
3.5.1.38	GLUN
3.5.1.38	GLUNm
3.5.1.38	GLUNpp
3.5.1.4	AMID
3.5.1.4	AMID2
3.5.1.4	AMID3
3.5.1.4	AMID4
3.5.1.4	AMID5
3.5.1.4	AMID_1
3.5.1.42	NMNDA
3.5.1.44	NOT_IN_BIGG_DATABASE
3.5.1.49	FORA
3.5.1.49	FORAMD
3.5.1.49	FORAMDx
3.5.1.5	UREA
3.5.1.54	ALPHNH
3.5.1.54	ALPHm
3.5.1.6	AFLBURPPAAMH
3.5.1.6	BUPN
3.5.1.6	UPPN
3.5.1.87	NOT_IN_BIGG_DATABASE
3.5.1.88	NOT_IN_BIGG_DATABASE
3.5.1.9	FKYNH
3.5.1.94	GGGABAH
3.5.1.96	SGDS
3.5.1.97	NOT_IN_BIGG_DATABASE
3.5.2.-	NOT_IN_BIGG_DATABASE
3.5.2.10	CRTNh
3.5.2.15	NOT_IN_BIGG_DATABASE
3.5.2.17	HIUH
3.5.2.17	HURH
3.5.2.2	56DH5FLURAAMH
3.5.2.2	DHPD
3.5.2.2	DHPM1
3.5.2.2	DHPM2
3.5.2.3	DHORTS
3.5.2.3	DHORTSn
3.5.2.3	DHR
3.5.2.5	ALLTN
3.5.2.5	ATNAH
3.5.2.6	BLACT
3.5.2.7	IZPN
3.5.2.7	IZPN_1
3.5.2.9	OPAH
3.5.3.1	ARGN
3.5.3.1	ARGN_1
3.5.3.1	ARGNm
3.5.3.11	AGMT
3.5.3.11	AGMTm
3.5.3.12	AGDI
3.5.3.12	AGDIn
3.5.3.12	AGMDA
3.5.3.17	NOT_IN_BIGG_DATABASE
3.5.3.23	SADH
3.5.3.26	NOT_IN_BIGG_DATABASE
3.5.3.6	ARGDI
3.5.3.6	ARGDr
3.5.3.7	GUDBUTNAH
3.5.3.8	FGLU
3.5.3.8	FGLU_1
3.5.4.-	NOT_IN_BIGG_DATABASE
3.5.4.1	CSND
3.5.4.1	MCSNAH
3.5.4.10	IMPC
3.5.4.11	NOT_IN_BIGG_DATABASE
3.5.4.13	DCTPD
3.5.4.13	DCTPD2
3.5.4.16	GTPCI
3.5.4.16	GTPCI_1
3.5.4.16	GTPCI_2
3.5.4.16	GTPCIn
3.5.4.16	r0120
3.5.4.16	r0708
3.5.4.16	r0775
3.5.4.16	r0777
3.5.4.19	PRACHh
3.5.4.19	PRAMPC
3.5.4.19	PRAMPC_1
3.5.4.2	ADD
3.5.4.21	NOT_IN_BIGG_DATABASE
3.5.4.22	NOT_IN_BIGG_DATABASE
3.5.4.25	GTPCII2
3.5.4.26	DHPPDA2
3.5.4.27	NOT_IN_BIGG_DATABASE
3.5.4.28	NOT_IN_BIGG_DATABASE
3.5.4.3	GUAD
3.5.4.3	GUAD_1
3.5.4.30	NOT_IN_BIGG_DATABASE
3.5.4.32	NOT_IN_BIGG_DATABASE
3.5.4.33	NOT_IN_BIGG_DATABASE
3.5.4.4	ADA
3.5.4.4	ADAe
3.5.4.4	DADA
3.5.4.4	DADAe
3.5.4.40	NOT_IN_BIGG_DATABASE
3.5.4.44	NOT_IN_BIGG_DATABASE
3.5.4.5	CYTD
3.5.4.5	CYTDn
3.5.4.5	DCYTD
3.5.4.5	DCYTDn
3.5.4.9	MTHFC
3.5.4.9	MTHFC_1
3.5.4.9	MTHFCm
3.5.4.9	MTHFCm_1
3.5.4.9	MTHFCx
3.5.5.1	NTRLASE
3.5.5.1	NTRLASE2
3.5.5.1	NTRLASE3
3.5.99.10	NOT_IN_BIGG_DATABASE
3.5.99.2	TMN
3.5.99.6	G6PDA
3.5.99.6	G6PDA_1
3.5.99.7	ACCAHh
3.5.99.7	ACCAHm
3.6.1.-	ACPS
3.6.1.-	ACPSm
3.6.1.-	COAHLp
3.6.1.-	DNMPPA
3.6.1.-	DUTPDP
3.6.1.-	DUTPDPm
3.6.1.-	DUTPDPn
3.6.1.-	GDPMNP
3.6.1.-	NTPP1
3.6.1.-	NTPP10
3.6.1.-	NTPP11
3.6.1.-	NTPP2
3.6.1.-	NTPP9
3.6.1.-	TDP
3.6.1.-	TDPm
3.6.1.-	r0410
3.6.1.1	IDPh
3.6.1.1	IDPm
3.6.1.1	PPA
3.6.1.1	PPA_1
3.6.1.1	PPA_1pp
3.6.1.1	PPAer
3.6.1.1	PPAm
3.6.1.1	PPAn
3.6.1.1	r0009
3.6.1.11	GDTP
3.6.1.11	GTPDPDP
3.6.1.13	ADPGLC
3.6.1.13	ADPRDP
3.6.1.13	ADPRDPm
3.6.1.17	AP4AH1
3.6.1.22	DNADDP
3.6.1.22	NADDP
3.6.1.22	NADDPe
3.6.1.22	NADDPp
3.6.1.22	NPH
3.6.1.23	DUTPDP
3.6.1.23	DUTPDPm
3.6.1.23	DUTPDPn
3.6.1.23	NDP8
3.6.1.25	PPA2
3.6.1.25	PPA2m
3.6.1.26	CDAPPA120
3.6.1.26	CDAPPA140
3.6.1.26	CDAPPA141
3.6.1.26	CDAPPA160
3.6.1.26	CDAPPA161
3.6.1.26	CDAPPA180
3.6.1.26	CDAPPA181
3.6.1.26	CDAPPA_HP
3.6.1.27	NOT_IN_BIGG_DATABASE
3.6.1.31	PRADPh
3.6.1.31	PRATPP
3.6.1.40	GDTP
3.6.1.40	GTPDPDP
3.6.1.41	AP4AH
3.6.1.41	BTPS
3.6.1.54	USHD
3.6.1.55	NOT_IN_BIGG_DATABASE
3.6.1.61	AP4AH1
3.6.1.61	AP5AH
3.6.1.63	NOT_IN_BIGG_DATABASE
3.6.1.65	DCTPDPm
3.6.1.65	DCTPDPn
3.6.1.65	NTPP3
3.6.1.65	NTPP4
3.6.1.66	NTPP10
3.6.1.66	NTPP11
3.6.1.67	DNTPPA
3.6.1.67	DNTPPA_1
3.6.1.7	ACPh
3.6.1.7	ACYP
3.6.1.7	ACYP_2
3.6.1.7	APhi
3.6.1.8	ATPM
3.6.1.8	ATPPHm
3.6.1.8	ATPS
3.6.1.8	NTP1
3.6.1.8	NTPP2
3.6.1.8	NTPP4
3.6.1.8	NTPP6
3.6.1.8	NTPP8
3.6.1.8	NTPP9
3.6.1.8	UDPGP
3.6.1.8	UDPGPpp
3.6.1.8	r0093
3.6.1.8	r0166
3.6.1.9	ADPGLC
3.6.1.9	ATPH2e
3.6.1.9	DATPDPm
3.6.1.9	DATPDPn
3.6.1.9	DCTPDPm
3.6.1.9	DCTPDPn
3.6.1.9	DNADDP
3.6.1.9	DPCOAPP
3.6.1.9	DPCOAPPe
3.6.1.9	DTTPDPm
3.6.1.9	DTTPDPn
3.6.1.9	DUTPDP
3.6.1.9	DUTPDPm
3.6.1.9	DUTPDPn
3.6.1.9	FADDP
3.6.1.9	FADDPle
3.6.1.9	NADDP
3.6.1.9	NADDPe
3.6.1.9	NADDPp
3.6.1.9	NDP1
3.6.1.9	NDP7
3.6.1.9	NDP7er
3.6.1.9	NDP7ex
3.6.1.9	NDP7g
3.6.1.9	NPH
3.6.1.9	NTPP1
3.6.1.9	NTPP2
3.6.1.9	NTPP3
3.6.1.9	NTPP4
3.6.1.9	NTPP5
3.6.1.9	NTPP6
3.6.1.9	NTPP7
3.6.1.9	NTPP8
3.6.1.9	NTPP9
3.6.1.9	UDPGP
3.6.1.9	UDPGPpp
3.6.1.9	r0093
3.6.1.9	r0166
3.6.1.9	r0410
3.6.3.-	NOT_IN_BIGG_DATABASE
3.6.3.3	ATPM
3.6.3.3	ATPPHm
3.6.3.3	ATPS
3.6.3.3	CD2abc1
3.6.3.3	CD2abcpp
3.6.3.3	NTP1
3.6.4.-	NOT_IN_BIGG_DATABASE
3.6.4.12	ATPM
3.6.4.12	ATPPHm
3.6.4.12	ATPS
3.6.4.12	NTP1
3.6.4.13	ATPM
3.6.4.13	ATPPHm
3.6.4.13	ATPS
3.6.4.13	NTP1
3.6.5.-	NOT_IN_BIGG_DATABASE
3.6.5.4	NTP3
3.6.5.4	NTP3e
3.6.5.4	NTP3pp
3.7.1.12	CODSCL5DA
3.7.1.14	HKNDDH
3.7.1.14	HKNDDH_1
3.7.1.14	HKNTDH
3.7.1.14	HKNTDH_1
3.7.1.20	FUMAH
3.7.1.22	NOT_IN_BIGG_DATABASE
3.7.1.26	NOT_IN_BIGG_DATABASE
3.8.1.2	NOT_IN_BIGG_DATABASE
3.8.1.3	NOT_IN_BIGG_DATABASE
3.9.1.-	NOT_IN_BIGG_DATABASE
4.1.1.-	3HXKYNDCL
4.1.1.-	DOGULND1
4.1.1.-	DOGULND2
4.1.1.-	PPYRDC
4.1.1.102	NOT_IN_BIGG_DATABASE
4.1.1.104	NOT_IN_BIGG_DATABASE
4.1.1.11	ASP1DC
4.1.1.114	NOT_IN_BIGG_DATABASE
4.1.1.117	NOT_IN_BIGG_DATABASE
4.1.1.15	ARGDh
4.1.1.15	ASP1DC
4.1.1.15	GLUDC
4.1.1.15	LCYSTCBOXL
4.1.1.15	SALADC2
4.1.1.17	ORDCh
4.1.1.17	ORNDC
4.1.1.18	LYSDC
4.1.1.19	ARGDC
4.1.1.19	ARGDCm
4.1.1.19	ARGDCpp
4.1.1.2	OXADC
4.1.1.2	OXADCm
4.1.1.20	DAPDC
4.1.1.23	OMPDC
4.1.1.31	PPC
4.1.1.32	PEPCK_re
4.1.1.32	PEPCKm
4.1.1.35	UDPGLDC
4.1.1.35	UDPGLDCg
4.1.1.36	PPCDC
4.1.1.36	r0614
4.1.1.37	UPPDC1
4.1.1.37	UPPDC1_1
4.1.1.37	UPPDC2
4.1.1.37	UPPDC2_1
4.1.1.39	RBCh
4.1.1.39	RBCh_1
4.1.1.39	RBPC
4.1.1.39	RBPCh
4.1.1.4	ADCim
4.1.1.44	4CMLCL_kt
4.1.1.44	CMLDC
4.1.1.47	GLXCBL
4.1.1.47	GLXCL
4.1.1.48	IGPS
4.1.1.48	IGPS_1
4.1.1.49	PPCK
4.1.1.49	PPCKm
4.1.1.50	ADMDC
4.1.1.6	NOT_IN_BIGG_DATABASE
4.1.1.61	NOT_IN_BIGG_DATABASE
4.1.1.64	NOT_IN_BIGG_DATABASE
4.1.1.65	PSD120
4.1.1.65	PSD160
4.1.1.65	PSD161
4.1.1.65	PSD180
4.1.1.65	PSD181
4.1.1.65	PSD_EC
4.1.1.65	PSD_HP
4.1.1.7	NOT_IN_BIGG_DATABASE
4.1.1.73	TARTDC
4.1.1.74	INDPYRD
4.1.1.75	OARGDC
4.1.1.8	OXCDC
4.1.1.81	THRPDC
4.1.1.85	KG6PDC
4.1.1.86	NOT_IN_BIGG_DATABASE
4.1.1.87	MACPD
4.1.1.9	MCD
4.1.1.9	MCDC
4.1.1.9	MCDm
4.1.1.9	MCDp
4.1.1.9	MMCD
4.1.1.9	MMCDm
4.1.1.9	MMCDp
4.1.1.96	CSPMDDC
4.1.1.97	NOT_IN_BIGG_DATABASE
4.1.1.98	OPHBDC
4.1.2.-	GHMT3
4.1.2.-	GHMT3m
4.1.2.13	FBA
4.1.2.13	FBA2
4.1.2.13	FBA3
4.1.2.13	FBA3hi
4.1.2.13	FBAf
4.1.2.13	FBAh
4.1.2.13	FBAm
4.1.2.13	FPGPL
4.1.2.14	EDA
4.1.2.17	FCLPA
4.1.2.19	FBA4
4.1.2.19	RMPA
4.1.2.20	GLCRAL
4.1.2.20	GLCRAL_1
4.1.2.21	DDPGALA
4.1.2.22	NOT_IN_BIGG_DATABASE
4.1.2.25	DHNPA2r
4.1.2.28	NOT_IN_BIGG_DATABASE
4.1.2.4	DRPA
4.1.2.40	TGBPA
4.1.2.48	THRA
4.1.2.48	THRA_1
4.1.2.50	CPH4S
4.1.2.51	NOT_IN_BIGG_DATABASE
4.1.2.52	4H2KPILY
4.1.2.52	DHEDAA
4.1.2.53	NOT_IN_BIGG_DATABASE
4.1.2.9	NOT_IN_BIGG_DATABASE
4.1.3.-	2S6HCCi
4.1.3.-	IG3PS
4.1.3.-	IG3PS_1
4.1.3.-	IMGPSh
4.1.3.1	ICL
4.1.3.1	ICL_1
4.1.3.17	OCAALD
4.1.3.24	NOT_IN_BIGG_DATABASE
4.1.3.25	CITMCOALm
